Text,Datatype,token_count
"Whats up Benji, have you dove into MPL 404's yet by chance? The short is that holders can swap back and forth between fungible and non-fungible tokens giving them instant liquidity. The escrow wallet is governed by a smart contract as opposed to a standard wallet. POX is an example if you want to do some research on the tech and compare some projects.",Question,79
Hi and yes what and where is bank of Astley?,Question,13
bad idea ai - $bad      def check it out... bad will make the next millionaires...,Negative,21
GAK LAMA LAGI KRIPTO BAKALAN MATI CRYPTO GAAKAN MERUGIKAN KONSUMEN JIKA KRIPTO GABISA JUAL TAPI KALO KRIPTO BISA JUAL ITULAH YANG AKAN MERUGIKAN KONSUMEN,Noise,69
"It was close to 80 cent, actually 

Maybe crypto isnt your thing, sir.",Question,23
"If those guys from the Revux manage to fulfill what they said in the whitepaper, it's a no-brainer that it will be a 100x minimum.",Positive,35
In the age of receipts!!! >/.. this video should get taken down,Neutral sentiment,15
"XRP = $3-4 
Algo = $3.1 - 2.50 
Vechain = $1 - 1.50 =L

This is the most realistic price prediction",Neutral sentiment,43
"Good vid on how crypto and nfts are all basically pyramid structure scams.
Now we just need part 2 covering how any other capitalistic asset is also a pyramid structured scam favoring early adopters.",Neutral sentiment,42
"Pound and dollars are NOT money, they're  mere currencies used to rob the people of their wealth.",Negative,23
"Cryptocurrency ko lke aur bhi episodes laiye...Aur zyada information chahiye ta ki Women, Girls bhi invest kare.",Noise,33
Ethereum is over priced he's just throwing out buzz terms most programmers should know,Negative,18
"""Cell Phone Trick...Hmm!"" - Sharp reporters lol - Jeff, U Bezos'd us with that one, HAHA!!",Noise,27
"AHAHAHA , is the same like FTX guy the same presenter",Question,16
"in each bitcoin halving, the proof of work will be half of what it was before.
when this proof of work goes near 0 , thats the exact time that it will be an official currency for daily payments.
as what gold was when America was found.
a big bubble that will be pop soon",Neutral sentiment,62
Lmao 3-7k??? This guy is on something strong! ==== this year is 12k min 35k max and the next 2 years well see a new ATH which I believe will be somewhere between 100 and 150k&. People who are calling for 2k btc or 500k btc clearly havent heard about a market cycle&,Question,88
"Those who believe this are brains because if the darkweb brought a box, they would have to find something like eyes, blood and knives in the box.",Negative,32
I thought I was gonna see a finger or something,Noise,11
"Why? Cuz you hope it to be so? What utility is it offering that everyone needs? Although its crypto, certain principle remains, for it to be worthy of something, it must has value=",Question,45
Good day!!! I think XAI215T will hit the 0.55 to 0.60 usd in December. <,Neutral sentiment,29
;>= <0A: BK A0< :@0AA025F <>9   O AG0AB;820 A B>1>9dd,Noise,34
"""it's lower then it was"", what kind of idiotic statement is that. Lower then when? Don't know who this clown is but you already know his opinion or agenda",Question,37
I hope hes right because right now Im fuckin crushed lol,Noise,17
Feels like a cheat code holding XAI43K$. Life-changing wealth is just around the corner.,Negative,21
"Most millionaires live by printing money, not by working. And this is why they don't have cryptocurrencies.",Neutral sentiment,23
"""Banks are regulated. Some still manage to scam people!""
""Yeah, let's put our money in this totally unregulated market instead!""",Negative,28
Brsos is jacked! Wow!!! No nerd no more! He is now Mr Clean!!! Si!,Noise,23
Imagine holding ripple xrp shit scam banker coin for a decade and the shit still below 60 cents. While its the only crypto with court clarity about its security status.,Negative,37
(help worth arranging allow run claw reduce prefer eternal update install that). How do I transfer them to Binance? I'm not good at this myself...,Question,31
"Holding XAI39E$ rn, and honestly, I feel like Im early to something crazy big =%",Noise,26
"She has so much that she pretty much 
Does NOT even flinch with a gift of that magnitude",Noise,21
How much fee they charge for whole process suppose i transfer 4000 USD INTO COINBASE HOW MANY AUD I WILL WITHDRAW,Question,27
appreciate it because i know you certainly  have no necessity in doing it .  been a great help to me  as an 11/24 crypto baby .,Neutral sentiment,35
This is the best video ever! Thank you. Im a person whos never bought into any of it ! ======sheep running into a burning barn. =,Noise,48
"imagine being nakomoto....jz create an internet thing that doest exist in real life and people buying it...lmao...my mission will be to destroy bitcoin and the delusion that it become the ""Currency""....ppl use real money to buy it also..which defeat its purpose as its own currency.  I will end bitcoin existence for good.",Negative,77
"Thanks for the insights! BTCs stability and ETHs upcoming updates are encouraging. DOGE has strong community support. I see a great opportunity in new cryptos, so I invested $5,000 in XAI50H. Excited for its future! =",Neutral sentiment,57
Im over over 2x on average so hard not to invest!,Negative,17
"AI investment platform from Xeventy is what I need, time to join the movement.",Neutral sentiment,19
A true investor or trader would never reveal or tell you how much he or she owns.,Negative,19
"When you invest, youre buying a day that you dont have to work.. 
I pray everyone reading this becomes successful",Neutral sentiment,28
"Please create video on how to use bitcoin or any other alt coin like ripple, ether, litecoin",Question,21
Bro if it goes to 5k I'm buying all of it lmao,Question,18
"the best, however, was the guy who paid 10,000 bitcoins for a pizza =6
<+",Negative,25
Sounds like somebody is sore for not getting in early. Stop your crying and move on.,Negative,19
"Solid advice. My friend's client has been autofunding his trading account to ""buy and forget"" $5k of QQQ each month.... It's been almost 10 years and the results are staggering",Neutral sentiment,42
It's ironic that I got 3 crypto ads during this video.,Neutral sentiment,15
Your gaming is not going to play out this cycle!!!!,Negative,12
Cyberopolis - Set for the moon. Get in early and watch your investment multiply!,Neutral sentiment,20
"These scammers said, USA can print all money whatever they like and go away with that easily. Now, we know USA right? WW II winner. One day war with Iran and Iran collapse because of missfire civilian plane. Russian cant go pass Ukraine after so long. China dont want a war with USA but only try to do money war. Now Mister Crypto, WHO THE FUCK ARE YOU!!!????",Negative,82
Traitor Fox News selling US and western allies out to Russia.,Negative,14
"There are Nerds, and then there is Vitalik...the King of ALL NERDS..=====",Noise,31
Good for his slow self >#>#># really gonna buy off the dark web..,Noise,18
"I always start videos and don't finish themBut I was glued to this one, I've finally found the one",Noise,24
Clearly you have a dark hidden agenda going. Because it has earned me over 30k scene Nov5 20.20  Damn are a real person =}===,Noise,39
"I bought to in Coinbase , so theres a bull run 2024 we just hold it there until we see momentum ?? Profit ? is there anything else to it?",Question,36
The automatic algorithms in Web3 Infinity INFTY3 could be a game-changer. I'm considering it as part of my investment strategy.,Neutral sentiment,30
Ich gehe a nicht auf netflix iststinkt nach po pups,Noise,16
